Sale?,URL,Name,Current Price,Shipping,Page URL
SALE,"<a class=""item-title"" href=""https://www.newegg.com/westinghouse-wh27fx9019-27-full-hd/p/N82E16824569002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-569-002-_-Product"" title=""View Details"">Westinghouse WH27FX9019 27"" Full HD 1920 x 1080 HDMI VGA Flicker-Free Technology Low Blue Light Filter Zero Bezel Frame Widescreen Backlit LED IPS Monitor</a>","Westinghouse WH27FX9019 27"" Full HD 1920 x 1080 HDMI VGA Flicker-Free Technology Low Blue Light Filter Zero Bezel Frame Widescreen Backlit LED IPS Monitor",$129.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-002-_-Product"" title=""View Details"">MSI Optix G24C 24"" (Actual size 23.6"") Full HD 1920 x 1080 1ms (MPRT) 144Hz DVI HDMI DisplayPort AMD FreeSync Anti-Glare Backlit LED Curved Gaming Monitor</a>","MSI Optix G24C 24"" (Actual size 23.6"") Full HD 1920 x 1080 1ms (MPRT) 144Hz DVI HDMI DisplayPort AMD FreeSync Anti-Glare Backlit LED Curved Gaming Monitor",$179.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""item-title"" href=""https://www.newegg.com/dark-gray-red-msi-optix-mag270vc2-27/p/N82E16824475069?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-069-_-Product"" title=""View Details"">MSI Optix MAG270VC2 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor</a>","MSI Optix MAG270VC2 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor",$249.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""item-title"" href=""https://www.newegg.com/metallic-dark-gray-rgb-msi-optix-mag240cr-24/p/N82E16824475070?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-070-_-Product"" title=""View Details"">MSI Optix MAG240CR 24"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor</a>","MSI Optix MAG240CR 24"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor",$199.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""item-title"" href=""https://www.newegg.com/acer-um-qe1aa-004-23-8-full-hd/p/N82E16824011378?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-011-378-_-Product"" title=""View Details"">Acer EK241Y 23.8"" IPS 75Hz Monitor 1920 x 1080 Widescreen 16:9 250 cd/m2 1000:1 VGA, HDMI</a>","Acer EK241Y 23.8"" IPS 75Hz Monitor 1920 x 1080 Widescreen 16:9 250 cd/m2 1000:1 VGA, HDMI",$119.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=3
SALE,"<a class=""item-title"" href=""https://www.newegg.com/benq-gw2780-27-full-hd/p/1DH-007Y-00003?Description=1080p monitor&amp;cm_re=1080p_monitor-_-1DH-007Y-00003-_-Product"" title=""View Details"">BenQ GW2780 27"" Full HD 1920 x 1080 5ms 60Hz VGA HDMI DisplayPort Built-in Speakers Low Blue Light Flicker-Free Backlit LED IPS Monitor</a>","BenQ GW2780 27"" Full HD 1920 x 1080 5ms 60Hz VGA HDMI DisplayPort Built-in Speakers Low Blue Light Flicker-Free Backlit LED IPS Monitor",$169.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=3
SALE,"<a class=""item-title"" href=""https://www.newegg.com/lg-22bk430h-b-21-5-full-hd/p/N82E16824025903?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-025-903-_-Product"" title=""View Details"">LG 22BK430H-B 22"" (Actual size 21.5"") Full HD 1920 x 1080 5ms (GTG) 75Hz VGA HDMI AMD FreeSync Flicker Safe Anti-Glare Backlit LED IPS Monitor</a>","LG 22BK430H-B 22"" (Actual size 21.5"") Full HD 1920 x 1080 5ms (GTG) 75Hz VGA HDMI AMD FreeSync Flicker Safe Anti-Glare Backlit LED IPS Monitor",$84.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=4
SALE,"<a class=""item-title"" href=""https://www.newegg.com/lg-27bk400h-b-27-full-hd/p/0JC-000D-00611?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-000D-00611-_-Product"" title=""View Details"">LG 27BK400H-B 27"" Full HD 1920 x 1080 75Hz 2ms HDMI VGA AMD FreeSync Flicker Free HDCP Support Anti-Glare Backlit LED LCD Monitor</a>","LG 27BK400H-B 27"" Full HD 1920 x 1080 75Hz 2ms HDMI VGA AMD FreeSync Flicker Free HDCP Support Anti-Glare Backlit LED LCD Monitor",$139.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=4
SALE,"<a class=""item-title"" href=""https://www.newegg.com/lg-24bk430h-b-23-8-full-hd/p/0JC-000D-00610?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-000D-00610-_-Product"" title=""View Details"">LG 24BK430H-B 24"" Class IPS HDR FHD Monitor 16.7M Colors 1920 x 1080 Anti-Glare</a>","LG 24BK430H-B 24"" Class IPS HDR FHD Monitor 16.7M Colors 1920 x 1080 Anti-Glare",$99.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=4
SALE,"<a class=""item-title"" href=""https://www.newegg.com/samsung-c43j890-43/p/N82E16824022733?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-022-733-_-Product"" title=""View Details"">SAMSUNG C43J890 43"" 3840 x 1200 Double FHD 5ms (GTG) 120Hz HDMI DisplayPort USB Type-C 32:10 Curved Super Ultra-Wide Monitor</a>","SAMSUNG C43J890 43"" 3840 x 1200 Double FHD 5ms (GTG) 120Hz HDMI DisplayPort USB Type-C 32:10 Curved Super Ultra-Wide Monitor",$749.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=9
SALE,"<a class=""item-title"" href=""https://www.newegg.com/z-edge-u24i-24/p/0JC-00HU-00003?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAE3XBX96137-_-Product"" title=""View Details"">Z-EDGE U24I 24"" (Actual size 23.8"") Full HD 1920x1080 75Hz LED IPS Monitor 178° Wide View Angle HDMI VGA with Eye Care Technology</a>","Z-EDGE U24I 24"" (Actual size 23.8"") Full HD 1920x1080 75Hz LED IPS Monitor 178° Wide View Angle HDMI VGA with Eye Care Technology",$109.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=12
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00FU-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKN59WY1504-_-Product"" title=""View Details"">Sceptre 27"" Ultra Thin 1080P LED Monitor 2X HDMI VGA Build-in Speakers, Metallic high resolution 1920 x 1080, Refresh rate up to 75Hz, VESA wall mount pattern, 1000:1 contrast ratio</a>","Sceptre 27"" Ultra Thin 1080P LED Monitor 2X HDMI VGA Build-in Speakers, Metallic high resolution 1920 x 1080, Refresh rate up to 75Hz, VESA wall mount pattern, 1000:1 contrast ratio",$199.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=12
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00FU-00011?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKN5AN10485-_-Product"" title=""View Details"">Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, Edge-Less Metal Black 2019, Updated Sceptre 27"" Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, 1920 x 1080 Full HD Resolution,Sceptre 27""</a>","Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, Edge-Less Metal Black 2019, Updated Sceptre 27"" Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, 1920 x 1080 Full HD Resolution,Sceptre 27""",$319.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=13
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00FU-00012?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKN5AN13507-_-Product"" title=""View Details"">Sceptre 27"" Ultra Thin 1080p LED Monitor 2X HDMI VGA Build-in Speakers, high resolution 1920 x 1080, Refresh rate up to 75Hz, VESA wall mount pattern, 1000:1 contrast ratio and 5ms response time Black</a>","Sceptre 27"" Ultra Thin 1080p LED Monitor 2X HDMI VGA Build-in Speakers, high resolution 1920 x 1080, Refresh rate up to 75Hz, VESA wall mount pattern, 1000:1 contrast ratio and 5ms response time Black",$199.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=13
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CAX6571-_-Product"" title=""View Details"">27"" Ultra Thin 1080P LED Monitor 2X HDMI VGA Build-In Speakers, Metallic Black 2018</a>","27"" Ultra Thin 1080P LED Monitor 2X HDMI VGA Build-In Speakers, Metallic Black 2018",$189.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
SALE,"<a class=""item-title"" href=""https://www.newegg.com/portable-monitor-15-6/p/0JC-00HY-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAP5VBHP2049-_-Product"" title=""View Details"">Portable Monitor - T15-4K 15.6 Inch Full HD 2160P USB Type-C Computer Display IPS Eye Care Screen with HDMI Type C Speakers for Laptop PC PS4 Xbox Phone Included Smart Cover &amp; Screen Protector</a>",Portable Monitor - T15-4K 15.6 Inch Full HD 2160P USB Type-C Computer Display IPS Eye Care Screen with HDMI Type C Speakers for Laptop PC PS4 Xbox Phone Included Smart Cover & Screen Protector,$239.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
SALE,"<a class=""item-title"" href=""https://www.newegg.com/portable-monitor-15/p/0JC-00HY-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAP5VBHF9699-_-Product"" title=""View Details"">Portable Monitor - T16A 15 Inch Computer Display 1920×1080 Full HD IPS Screen USB C Gaming Monitor with Type-C Mini HDMI for Laptop PC MAC Phone Xbox PS4, Include Smart Cover &amp; Screen Protector</a>","Portable Monitor - T16A 15 Inch Computer Display 1920×1080 Full HD IPS Screen USB C Gaming Monitor with Type-C Mini HDMI for Laptop PC MAC Phone Xbox PS4, Include Smart Cover & Screen Protector",$179.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00005?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CAX6569-_-Product"" title=""View Details"">LED 24 Inch Full HD 1080p LED Monitor with HDMI and VGA Inputs for Home and Office,Black</a>","LED 24 Inch Full HD 1080p LED Monitor with HDMI and VGA Inputs for Home and Office,Black",$199.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/15Z-02F5-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAN04BJU0439-_-Product"" title=""View Details"">Sceptre E248W-19203R 24"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Machine Black (Wide Viewing Angle 178° (Horizontal) / 178° (Vertical)</a>","Sceptre E248W-19203R 24"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Machine Black (Wide Viewing Angle 178° (Horizontal) / 178° (Vertical)",$199.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00004?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CAX6572-_-Product"" title=""View Details"">LED 22 Inch Full HD 1080p LED Monitor with HDMI and VGA Inputs for Home and Office, Black</a>","LED 22 Inch Full HD 1080p LED Monitor with HDMI and VGA Inputs for Home and Office, Black",$169.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824160367?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-160-367-_-Product"" title=""View Details"">AOC Gaming C24G1 24"" Curved Gaming Monitor, Full HD 1920 x 1080, 1500R Curved VA Panel, 1ms (MPRT), AMD FreeSync, 144Hz, 3-sided Frameless, Height Adjustable, DisplayPort/HDMI/VGA, VESA Compatible</a>","AOC Gaming C24G1 24"" Curved Gaming Monitor, Full HD 1920 x 1080, 1500R Curved VA Panel, 1ms (MPRT), AMD FreeSync, 144Hz, 3-sided Frameless, Height Adjustable, DisplayPort/HDMI/VGA, VESA Compatible",$193.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00006?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CAX6573-_-Product"" title=""View Details"">Monitor- 21.5 inch 1080p Full HD LED Computer Monitor for Business 75Hz 5ms with VESA Mounting Eye Care Anti Glare Panel Tilt VGA HDMI Port for Laptop PC Phone, Black</a>","Monitor- 21.5 inch 1080p Full HD LED Computer Monitor for Business 75Hz 5ms with VESA Mounting Eye Care Anti Glare Panel Tilt VGA HDMI Port for Laptop PC Phone, Black",$189.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=18
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00ER-00007?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIADA29TV0291-_-Product"" title=""View Details"">Updated Version 32’’ monitor, High Performance VIOTEK 32-Inch LED Curved Professional Monitor, Bezel-Less Samsung VA Panel,Ultra-Thin PC Monitor,75Hz 1080P Full-HD FreeSync VGA HDMI VESA</a>","Updated Version 32’’ monitor, High Performance VIOTEK 32-Inch LED Curved Professional Monitor, Bezel-Less Samsung VA Panel,Ultra-Thin PC Monitor,75Hz 1080P Full-HD FreeSync VGA HDMI VESA",$369.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=18
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00ER-00005?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIADA29A01625-_-Product"" title=""View Details"">AOC High Performance LED monitor, 27-Inch Full HD 1920 x 1080 monitor, ultra-slim bezels 3-sided Frameless, IPS Panel, HDMI/VGA with earphone output, Flicker-Free, Smart contrast ratio</a>","AOC High Performance LED monitor, 27-Inch Full HD 1920 x 1080 monitor, ultra-slim bezels 3-sided Frameless, IPS Panel, HDMI/VGA with earphone output, Flicker-Free, Smart contrast ratio",$285.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=19
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00010?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CAX6577-_-Product"" title=""View Details"">23.8"" Full HD (1920 x 1080) VA Monitor (HDMI &amp; VGA port)</a>","23.8"" Full HD (1920 x 1080) VA Monitor (HDMI & VGA port)",$229.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=20
SALE,"<a class=""item-title"" href=""https://www.newegg.com/glossy-black-tiem-optix-c32ps2-32/p/3D4-001M-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-3D4-001M-00002-_-Product"" title=""View Details"">TIEM 32-Inch Curved 165Hz 1080p Gaming LED Monitor Full HD Ultra-thin 1ms Computer monitor, AMD Freesync Premium DisplayPort HDMI , Machine Black 2020 (C32PS2-165RN)</a>","TIEM 32-Inch Curved 165Hz 1080p Gaming LED Monitor Full HD Ultra-thin 1ms Computer monitor, AMD Freesync Premium DisplayPort HDMI , Machine Black 2020 (C32PS2-165RN)",$299.99,$7.08 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=20
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00FU-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKN59WY1858-_-Product"" title=""View Details"">Sceptre 27"" Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, Edge-Less Metal Black 2019, Updated Sceptre 27"" Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, 1920 x 1080 Full HD Resolution</a>","Sceptre 27"" Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, Edge-Less Metal Black 2019, Updated Sceptre 27"" Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, 1920 x 1080 Full HD Resolution",$369.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=21
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00FU-00010?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKN5AMD4239-_-Product"" title=""View Details"">Full HD 1920x1080 monitor,AOC 27"" 3-sided Frameless, IPS Panel, HDMI/VGA, Flicker-Free, LED monitor, 27-Inch Full HD 1920 x 1080 monitor, HDMI/VGA with earphone output</a>","Full HD 1920x1080 monitor,AOC 27"" 3-sided Frameless, IPS Panel, HDMI/VGA, Flicker-Free, LED monitor, 27-Inch Full HD 1920 x 1080 monitor, HDMI/VGA with earphone output",$289.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=22
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00FU-00013?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKN5BG51996-_-Product"" title=""View Details"">Sceptre 27"" Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, Edge-Less Metal Black 2019 (C275W-1920RN)</a>","Sceptre 27"" Curved 75Hz LED Monitor HDMI VGA Build-in Speakers, Edge-Less Metal Black 2019 (C275W-1920RN)",$349.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=22
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CAW9287-_-Product"" title=""View Details"">21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI &amp; VGA port), Black</a>","21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA port), Black",$189.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=23
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-27ec-27-ips-led-backlit-display/p/0JC-0019-029U3?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-0019-029U3-_-Product"" title=""View Details"">HP 27ec 27"" IPS LED Full HD Monitor 1920 x 1080 7ms VGA, 2 x HDMI</a>","HP 27ec 27"" IPS LED Full HD Monitor 1920 x 1080 7ms VGA, 2 x HDMI",$129.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=23
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JR-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR7DCFF5947-_-Product"" title=""View Details"">Lpyoo Portable Monitor 15.6 inch 1080P FHD IPS External display screen ,Type-C HDMI Port, Built-in Speakers, Secondary Display for Mac, Phone, Laptop, Nintendo, Xbox, PS4,Switch</a>","Lpyoo Portable Monitor 15.6 inch 1080P FHD IPS External display screen ,Type-C HDMI Port, Built-in Speakers, Secondary Display for Mac, Phone, Laptop, Nintendo, Xbox, PS4,Switch",$179.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=24
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00008?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CAX6575-_-Product"" title=""View Details"">24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers, VESA Wall Mount Ready Metal Black 2019 (C248W-1920RN)</a>","24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers, VESA Wall Mount Ready Metal Black 2019 (C248W-1920RN)",$219.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=24
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-22yh-21-5-full-hd/p/0JC-0019-028N9?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVU9P30805-_-Product"" title=""View Details"">HP 22yh 21.5"" Full HD LCD Monitor 1920 x 1080 @ 60Hz, 5ms, VGA, HDMI, Tilt Adjustment and Anti-Glare panel</a>","HP 22yh 21.5"" Full HD LCD Monitor 1920 x 1080 @ 60Hz, 5ms, VGA, HDMI, Tilt Adjustment and Anti-Glare panel",$77.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=27
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-22yh-21-5-full-hd/p/0JC-0019-028N9?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVU9P30805-_-Product"" title=""View Details"">HP 22yh 21.5"" Full HD LCD Monitor 1920 x 1080 @ 60Hz, 5ms, VGA, HDMI, Tilt Adjustment and Anti-Glare panel</a>","HP 22yh 21.5"" Full HD LCD Monitor 1920 x 1080 @ 60Hz, 5ms, VGA, HDMI, Tilt Adjustment and Anti-Glare panel",$77.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=28
