Sale?,URL,Name,Current Price,Shipping,Page URL
SALE,"<a class=""link-blue"" href=""https://www.newegg.com/sellers/index.php/marketing-sponsored-product-ads/"">learn more</a>","Portable Monitor - T16A 15 Inch Computer Display 1920×1080 Full HD IPS Screen USB C Gaming Monitor with Type-C Mini HDMI for Laptop PC MAC Phone Xbox PS4, Include Smart Cover & Screen Protector",$179.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""link-blue"" href=""https://www.newegg.com/sellers/index.php/marketing-sponsored-product-ads/"">learn more</a>",USB Webcam HD 1080P Web Camera USB Webcam Computer Cam Built-in Microphone Plug And Play for PC Laptop Business Conference,$15.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""link-blue"" href=""https://www.newegg.com/sellers/index.php/marketing-sponsored-product-ads/"">learn more</a>","Portable Monitor- T13  13.3 Inch Computer Display 1920×1080  USB C Gaming Monitor IPS Screen  Type-C and Mini HDMI Input for PS3 PS4 Xbox Raspberry Pi Laptop PC MAC, Include Smart Case",$149.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/black-asus-tuf-gaming-vg279qm-27/p/N82E16824281037?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-281-037-_-Product"" title=""View Details"">ASUS TUF Gaming VG279QM 27"" Full HD 1920 x 1080 1 ms (GTG) 280Hz (Overclocking) 2 x HDMI, DisplayPort G-SYNC ELMB SYNC HDR Built-in Speakers LED Backlit IPS Gaming Monitor</a>","ASUS TUF Gaming VG279QM 27"" Full HD 1920 x 1080 1 ms (GTG) 280Hz (Overclocking) 2 x HDMI, DisplayPort G-SYNC ELMB SYNC HDR Built-in Speakers LED Backlit IPS Gaming Monitor",$399.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-va24ehe-23-8-full-hd/p/1FR-000R-00024?Description=1080p monitor&amp;cm_re=1080p_monitor-_-1FR-000R-00024-_-Product"" title=""View Details"">Asus VA24EHE 23.8"" 1920 x 1080 Full HD LED LCD IPS Adaptive Sync Eye Care Monitor</a>","Asus VA24EHE 23.8"" 1920 x 1080 Full HD LED LCD IPS Adaptive Sync Eye Care Monitor",$109.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""item-title"" href=""https://www.newegg.com/westinghouse-wh27fx9019-27-full-hd/p/N82E16824569002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-569-002-_-Product"" title=""View Details"">Westinghouse WH27FX9019 27"" Full HD 1920 x 1080 HDMI VGA Flicker-Free Technology Low Blue Light Filter Zero Bezel Frame Widescreen Backlit LED IPS Monitor</a>","Westinghouse WH27FX9019 27"" Full HD 1920 x 1080 HDMI VGA Flicker-Free Technology Low Blue Light Filter Zero Bezel Frame Widescreen Backlit LED IPS Monitor",$129.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/msi-optix-g241vc-23-6-full-hd/p/N82E16824475056?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-056-_-Product"" title=""View Details"">MSI OPTIX G241VC 24"" (Actual size 23.6"") Full HD 1920 x 1080 1ms 75Hz VGA HDMI AMD FreeSync Anti-Glare Backlit LED Curved Gaming Monitor</a>","MSI OPTIX G241VC 24"" (Actual size 23.6"") Full HD 1920 x 1080 1ms 75Hz VGA HDMI AMD FreeSync Anti-Glare Backlit LED Curved Gaming Monitor",$149.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475054?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-054-_-Product"" title=""View Details"">MSI Optix G32C4 31.5"" 1920 x 1080 1 ms (MPRT) / 4 ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor</a>","MSI Optix G32C4 31.5"" 1920 x 1080 1 ms (MPRT) / 4 ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor",$255.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-va27ehe-27-full-hd/p/N82E16824281014?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-281-014-_-Product"" title=""View Details"">ASUS VA27EHE 27"" Full HD 1920 x 1080 75Hz 5ms VGA HDMI Adaptive-Sync Asus Eye Care Low Blue Light and Flicker-Free Frameless Design LED Backlit IPS Monitor</a>","ASUS VA27EHE 27"" Full HD 1920 x 1080 75Hz 5ms VGA HDMI Adaptive-Sync Asus Eye Care Low Blue Light and Flicker-Free Frameless Design LED Backlit IPS Monitor",$148.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-002-_-Product"" title=""View Details"">MSI Optix G24C 24"" (Actual size 23.6"") Full HD 1920 x 1080 1ms (MPRT) 144Hz DVI HDMI DisplayPort AMD FreeSync Anti-Glare Backlit LED Curved Gaming Monitor</a>","MSI Optix G24C 24"" (Actual size 23.6"") Full HD 1920 x 1080 1ms (MPRT) 144Hz DVI HDMI DisplayPort AMD FreeSync Anti-Glare Backlit LED Curved Gaming Monitor",$179.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""item-title"" href=""https://www.newegg.com/dark-gray-red-msi-optix-mag270vc2-27/p/N82E16824475069?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-069-_-Product"" title=""View Details"">MSI Optix MAG270VC2 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor</a>","MSI Optix MAG270VC2 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor",$249.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-va249he-23-8-full-hd/p/N82E16824236922?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-922-_-Product"" title=""View Details"">ASUS VA249HE 24"" (Actual size 23.8"") Full HD 1920 x 1080 5ms HDMI VGA Asus Eye Care with Ultra-Low Blue-Light &amp; Flicker-Free Technology LED Backlit LCD Monitor</a>","ASUS VA249HE 24"" (Actual size 23.8"") Full HD 1920 x 1080 5ms HDMI VGA Asus Eye Care with Ultra-Low Blue-Light & Flicker-Free Technology LED Backlit LCD Monitor",$119.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475043?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-043-_-Product"" title=""View Details"">MSI Optix G27C4 27"" Full HD 1920 x 1080 1ms (MPRT) 165 Hz HDMI, DisplayPort AMD FreeSync Curved Gaming Monitor</a>","MSI Optix G27C4 27"" Full HD 1920 x 1080 1ms (MPRT) 165 Hz HDMI, DisplayPort AMD FreeSync Curved Gaming Monitor",$229.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475047?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-047-_-Product"" title=""View Details"">MSI Optix G241 24"" (Actual size 23.8"") Full HD 1920 x 1080 4ms (GTG) / 1ms (MPRT) 144Hz 2 x HDMI, DisplayPort AMD FreeSync Anti-Glare Frameless Design Backlit LED IPS Gaming Monitor</a>","MSI Optix G241 24"" (Actual size 23.8"") Full HD 1920 x 1080 4ms (GTG) / 1ms (MPRT) 144Hz 2 x HDMI, DisplayPort AMD FreeSync Anti-Glare Frameless Design Backlit LED IPS Gaming Monitor",$189.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-vs248h-p-24/p/N82E16824236153?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-153-_-Product"" title=""View Details"">ASUS VS248H-P 24"" 1920 x 1080 Full HD 2ms VGA DVI HDMI Asus Eye Care with Ultra Low-Blue Light &amp; Flicker-Free LED Backlit LCD Monitor</a>","ASUS VS248H-P 24"" 1920 x 1080 Full HD 2ms VGA DVI HDMI Asus Eye Care with Ultra Low-Blue Light & Flicker-Free LED Backlit LCD Monitor",$119.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/black-acer-kg221q-abmix-um-wx1aa-a01-22/p/N82E16824011365?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-011-365-_-Product"" title=""View Details"">Acer KG221Q Abmix 22"" (Actual size 21.5"") 1ms (GTG) AMD FreeSync Widescreen LCD/LED Gaming Monitor, HDMI 1920 x 1080, at 75 Hz Refresh Rate, Acer Vision Care Feature</a>","Acer KG221Q Abmix 22"" (Actual size 21.5"") 1ms (GTG) AMD FreeSync Widescreen LCD/LED Gaming Monitor, HDMI 1920 x 1080, at 75 Hz Refresh Rate, Acer Vision Care Feature",$102.99,$1.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-ve248h-24-full-hd/p/N82E16824236102?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-102-_-Product"" title=""View Details"">ASUS VE248H 24"" Full HD 1920 x 1080 2ms (GTG) D-Sub, DVI, HDMI Built-in Speakers Asus Eye Care with Ultra Low-Blue Light &amp; Flicker-Free LED Backlight Monitor</a>","ASUS VE248H 24"" Full HD 1920 x 1080 2ms (GTG) D-Sub, DVI, HDMI Built-in Speakers Asus Eye Care with Ultra Low-Blue Light & Flicker-Free LED Backlight Monitor",$115.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/black-asus-tuf-gaming-vg328h1b-90lm0681-b011b0-31-5/p/N82E16824281058?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-281-058-_-Product"" title=""View Details"">ASUS TUF Gaming VG328H1B 32"" Full HD 1920 x 1080 165Hz (OC) 1ms (MPRT) HDMI VGA Extreme Low Motion Blur FreeSync Flicker-Free Built-in Speakers Backlit LED Curved Gaming Monitor</a>","ASUS TUF Gaming VG328H1B 32"" Full HD 1920 x 1080 165Hz (OC) 1ms (MPRT) HDMI VGA Extreme Low Motion Blur FreeSync Flicker-Free Built-in Speakers Backlit LED Curved Gaming Monitor",$299.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-vz249he-24/p/0JC-001P-00A93?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-001P-00A93-_-Product"" title=""View Details"">Asus VZ249HE 24"" (Actual size 23.8"") Full HD 1920 x 1080 5ms VGA HDMI Asus Eye Care with Ultra-Low Blue Light &amp; Flicker Free FrameLess LED Backlit IPS Monitor</a>","Asus VZ249HE 24"" (Actual size 23.8"") Full HD 1920 x 1080 5ms VGA HDMI Asus Eye Care with Ultra-Low Blue Light & Flicker Free FrameLess LED Backlit IPS Monitor",$129.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824012016?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-012-016-_-Product"" title=""View Details"">GIGABYTE G27F 27"" 144Hz 1080P Gaming Monitor, 1920 x 1080 IPS Display, 1ms (MPRT) Response Time, 95% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4, 2x USB 3.0</a>","GIGABYTE G27F 27"" 144Hz 1080P Gaming Monitor, 1920 x 1080 IPS Display, 1ms (MPRT) Response Time, 95% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4, 2x USB 3.0",$219.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475092?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-092-_-Product"" title=""View Details"">MSI Optix MAG271VCR 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 165 Hz 2 x HDMI, DisplayPort FreeSync Curved Gaming Monitor</a>","MSI Optix MAG271VCR 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 165 Hz 2 x HDMI, DisplayPort FreeSync Curved Gaming Monitor",$249.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824012014?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-012-014-_-Product"" title=""View Details"">GIGABYTE G27FC 27"" 165Hz 1080P Curved Gaming Monitor, 1920 x 1080 VA 1500R Display, 1ms (MPRT) Response Time, 90% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4, 2x USB 3.0</a>","GIGABYTE G27FC 27"" 165Hz 1080P Curved Gaming Monitor, 1920 x 1080 VA 1500R Display, 1ms (MPRT) Response Time, 90% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4, 2x USB 3.0",$229.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475086?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-086-_-Product"" title=""View Details"">MSI Optix G27C5 27"" Full HD 1920 x 1080 1ms (MPRT) 165 Hz HDMI, DisplayPort AMD FreeSync Curved Gaming Monitor</a>","MSI Optix G27C5 27"" Full HD 1920 x 1080 1ms (MPRT) 165 Hz HDMI, DisplayPort AMD FreeSync Curved Gaming Monitor",$199.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
SALE,"<a class=""item-title"" href=""https://www.newegg.com/metallic-dark-gray-rgb-msi-optix-mag240cr-24/p/N82E16824475070?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-070-_-Product"" title=""View Details"">MSI Optix MAG240CR 24"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor</a>","MSI Optix MAG240CR 24"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor",$199.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-mb16ac-15-6-full-hd/p/N82E16824236815?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-815-_-Product"" title=""View Details"">ASUS ZenScreen MB16AC 15.6"" Full HD 1920 x 1080 5 ms USB Type-C LED Backlight IPS Portable Monitor</a>","ASUS ZenScreen MB16AC 15.6"" Full HD 1920 x 1080 5 ms USB Type-C LED Backlight IPS Portable Monitor",$244.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824236755?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-755-_-Product"" title=""View Details"">ASUS VG245H Black 24"" 1ms (GTG) Widescreen 2x HDMI Asus Eye Care with Ultra Low-Blue Light &amp; Flicker-Free Console Gaming Monitor AMD FreeSync Built-in Speakers VESA Mountable Height &amp; Pivot Adjustment</a>","ASUS VG245H Black 24"" 1ms (GTG) Widescreen 2x HDMI Asus Eye Care with Ultra Low-Blue Light & Flicker-Free Console Gaming Monitor AMD FreeSync Built-in Speakers VESA Mountable Height & Pivot Adjustment",$162.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-ve248q-24/p/N82E16824236154?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-154-_-Product"" title=""View Details"">ASUS VE248Q 24"" 1920 x 1080 2ms (GTG) VGA HDMI DisplayPort Asus Eye Care with Ultra Low-Blue Light &amp; Flicker-Free Built-in Speakers LCD Monitor</a>","ASUS VE248Q 24"" 1920 x 1080 2ms (GTG) VGA HDMI DisplayPort Asus Eye Care with Ultra Low-Blue Light & Flicker-Free Built-in Speakers LCD Monitor",$124.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/black-msi-optix-mag273r-27/p/N82E16824475066?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-066-_-Product"" title=""View Details"">MSI Optix MAG273R 27"" Full HD 1920 x 1080 1 ms 144 Hz HDMI, DisplayPort, USB FreeSync (AMD Adaptive Sync) IPS Gaming Monitor</a>","MSI Optix MAG273R 27"" Full HD 1920 x 1080 1 ms 144 Hz HDMI, DisplayPort, USB FreeSync (AMD Adaptive Sync) IPS Gaming Monitor",$249.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475045?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-045-_-Product"" title=""View Details"">MSI OPTIX MAG272CRX 27"" 1920 x 1080 1 ms 240 Hz HDMI, DisplayPort, USB-C AMD FreeSync Curved Gaming Monitor</a>","MSI OPTIX MAG272CRX 27"" 1920 x 1080 1 ms 240 Hz HDMI, DisplayPort, USB-C AMD FreeSync Curved Gaming Monitor",$349.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824475049?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-475-049-_-Product"" title=""View Details"">MSI Optix MAG251RX 24.5"" Full HD 1920 x 1080 1ms (GTG) 240 Hz HDMI, DisplayPort, USB-C G-Sync Compatible Gaming Monitor</a>","MSI Optix MAG251RX 24.5"" Full HD 1920 x 1080 1ms (GTG) 240 Hz HDMI, DisplayPort, USB-C G-Sync Compatible Gaming Monitor",$359.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-ve278h-27-full-hd/p/N82E16824236295?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-295-_-Product"" title=""View Details"">ASUS VE278H 27"" Full HD 1920 x 1080 2ms (GTG) VGA HDMI Asus Eye Care with Ultra Low-Blue Light &amp; Flicker-Free Built-in Speakers LED Backlight LCD Monitor</a>","ASUS VE278H 27"" Full HD 1920 x 1080 2ms (GTG) VGA HDMI Asus Eye Care with Ultra Low-Blue Light & Flicker-Free Built-in Speakers LED Backlight LCD Monitor",$166.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-vp228he-21-5-full-hd/p/0JC-001P-00A86?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-001P-00A86-_-Product"" title=""View Details"">ASUS VP228HE 22"" (21.5"" Diagonal) Full HD 1920 x 1080 1ms HDMI VGA Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology WideScreen LED Backlit Monitor</a>","ASUS VP228HE 22"" (21.5"" Diagonal) Full HD 1920 x 1080 1ms HDMI VGA Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology WideScreen LED Backlit Monitor",$89.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/asus-ve278q-27-full-hd/p/N82E16824236103?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-103-_-Product"" title=""View Details"">ASUS VE278Q 27"" Full HD 1920 x 1080 2ms HDMI VGA DisplayPort DVI-D Built-in Speakers HDMI LED Backlight LCD Monitor</a>","ASUS VE278Q 27"" Full HD 1920 x 1080 2ms HDMI VGA DisplayPort DVI-D Built-in Speakers HDMI LED Backlight LCD Monitor",$174.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=1
,"<a class=""item-title"" href=""https://www.newegg.com/black-asus-rog-swift-pg259qn-24-5/p/N82E16824281082?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-281-082-_-Product"" title=""View Details"">ASUS ROG Swift PG259QN eSports G-SYNC Gaming Monitor 24.5"" FHD (1920 x 1080), 360 Hz, Fast IPS, 1 ms (GTG), HDR, NVIDIA ULMB</a>","ASUS ROG Swift PG259QN eSports G-SYNC Gaming Monitor 24.5"" FHD (1920 x 1080), 360 Hz, Fast IPS, 1 ms (GTG), HDR, NVIDIA ULMB","$1,047.97",Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=2
,"<a class=""item-title"" href=""https://www.newegg.com/asus-ve228h-22/p/N82E16824236100?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-100-_-Product"" title=""View Details"">ASUS VE228H 22"" (Diagonal 21.5"") Full HD 1920 x 1080 5ms DVI-D VGA HDMI Built-in Speakers SPLENDID Video Preset Mode Asus Eye Care with Ultra Low-Blue Light &amp; Flicker-Free LED Backlight LCD Monitor</a>","ASUS VE228H 22"" (Diagonal 21.5"") Full HD 1920 x 1080 5ms DVI-D VGA HDMI Built-in Speakers SPLENDID Video Preset Mode Asus Eye Care with Ultra Low-Blue Light & Flicker-Free LED Backlight LCD Monitor",$99.99,$0.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=2
